@relation 'parsejson'
@attribute probe_id numeric
% dsfail.py
@attribute dsfail_rt numeric
@attribute dsfail_size numeric
@attribute dsfail_flags numeric %% header bit flags (decimal)
@attribute dsfail_rcode numeric %% response code
@attribute dsfail_qcount numeric %% query count
@attribute dsfail_acount numeric %% answer count
@attribute dsfail_nscount numeric %% authority count
@attribute dsfail_arcount numeric %% additional count
@attribute dsfail_rdata string %% rdata of first reply
% nxdomain.py
@attribute nxd_rt numeric %% response time
@attribute nxd_size numeric %% response size
@attribute nxd_rcode numeric %% response code
% dnskey.py
@attribute dnskey_rt numeric    %% response time
@attribute dnskey_size numeric  %% response size
@attribute dnskey_flags numeric %% header bit flags (decimal)
@attribute dnskey_rcode numeric %% response code
% nsid.py
@attribute nsid_rt numeric    %% response time
@attribute nsid_flags numeric %% header bit flags (decimal)
@attribute nsid_rcode numeric %% response code
% chaos.py
@attribute chaos1_rt numeric % response time
@attribute chaos1_size numeric % response size
@attribute chaos1_rcode numeric % response code
@attribute chaos1_version_bind numeric % request field
@attribute chaos1_version_hostname numeric % request field
@attribute chaos1_resp string % response string
% whoami.py
@attribute whoami_rt numeric %% response time
@attribute whoami_ip string %% resolver ip address
@attribute whoami_asn numeric %% resolver asn
% class
@attribute ok {1,0}
@data
10712,441.223,39,33154,2,1,0,0,0,N/A,29.919,105,3,37.651,31,33664,0,42.714,33152,0,30.621,30,2,1,0,N/A,44.031,172.217.32.134,15169,1
10725,118.556,39,33154,2,1,0,0,0,N/A,7.156,105,3,22.975,31,33664,0,7.091,33152,0,6.941,30,2,1,0,N/A,6.943,74.125.181.7,15169,1
10733,242.276,39,33154,2,1,0,0,0,N/A,99.163,105,3,21.669,31,33664,0,19.944,33152,0,27.765,30,2,1,0,N/A,19.721,173.194.169.76,15169,1
10734,370.162,39,33154,2,1,0,0,0,N/A,21.681,105,3,19.283,31,33664,0,4.043,33152,0,4.973,30,2,1,0,N/A,18.591,74.125.46.3,15169,1
10738,196.049,39,33154,2,1,0,0,0,N/A,40.333,105,3,34.749,31,33664,0,36.274,33152,0,39.634,30,2,1,0,N/A,39.918,173.194.169.76,15169,1
10744,282.342,39,33154,2,1,0,0,0,N/A,18.008,105,3,23.495,31,33664,0,35.767,33152,0,17.153,30,2,1,0,N/A,33.524,74.125.47.154,15169,1
10748,321.15,39,33154,2,1,0,0,0,N/A,3.393,105,3,3.194,31,33664,0,4.085,33152,0,3.001,30,2,1,0,N/A,2.536,173.194.98.2,15169,1
10750,313.689,39,33154,2,1,0,0,0,N/A,45.838,105,3,22.143,31,33664,0,20.918,33152,0,19.254,30,2,1,0,N/A,20.147,74.125.47.9,15169,1
10751,133.617,39,33154,2,1,0,0,0,N/A,26.848,105,3,27.302,31,33664,0,28.227,33152,0,30.52,30,2,1,0,N/A,29.383,74.125.44.86,15169,1
10757,40.262,39,33154,2,1,0,0,0,N/A,34.304,105,3,19.731,31,33664,0,36.164,33152,0,18.787,30,2,1,0,N/A,18.941,173.194.169.76,15169,1
10767,37.218,39,33154,2,1,0,0,0,N/A,21.122,105,3,23.218,31,33664,0,40.718,33152,0,20.816,30,2,1,0,N/A,39.242,173.194.169.76,15169,1
10770,1294.4,39,33154,2,1,0,0,0,N/A,24.129,105,3,24.69,31,33664,0,24.28,33152,0,23.523,30,2,1,0,N/A,42.376,74.125.183.200,15169,1
10772,280.222,39,33154,2,1,0,0,0,N/A,36.766,105,3,39.588,31,33664,0,817.256,33152,0,36.305,30,2,1,0,N/A,36.76,74.125.181.194,15169,1
10777,227.906,39,33154,2,1,0,0,0,N/A,16.109,105,3,16.857,31,33664,0,27.798,33152,0,16.107,30,2,1,0,N/A,15.555,173.194.98.10,15169,1
10783,64.906,39,33154,2,1,0,0,0,N/A,42.342,105,3,32.752,31,33664,0,46.015,33152,0,31.247,30,2,1,0,N/A,31.443,173.194.98.2,15169,1
10786,167.869,39,33154,2,1,0,0,0,N/A,19.199,105,3,34.702,31,33664,0,28.138,33152,0,30.539,30,2,1,0,N/A,24.232,74.125.47.9,15169,1
10790,40.392,39,33154,2,1,0,0,0,N/A,5.914,105,3,6.184,31,33664,0,6.715,33152,0,5.404,30,2,1,0,N/A,47.123,74.125.19.14,15169,1
10791,80.163,39,33154,2,1,0,0,0,N/A,7.509,105,3,7.174,31,33664,0,10.712,33152,0,7.059,30,2,1,0,N/A,7.398,74.125.76.11,15169,1
10795,170.9,39,33154,2,1,0,0,0,N/A,36.625,105,3,36.807,31,33664,0,37.413,33152,0,36.024,30,2,1,0,N/A,37.475,173.194.169.76,15169,1
10798,238.958,39,33154,2,1,0,0,0,N/A,23.848,105,3,22.228,31,33664,0,23.124,33152,0,22.092,30,2,1,0,N/A,22.708,74.125.47.154,15169,1
10816,265.43,39,33154,2,1,0,0,0,N/A,38.347,105,3,37.822,31,33664,0,38.653,33152,0,38.492,30,2,1,0,N/A,39.153,74.125.181.6,15169,1
10824,250.635,39,33154,2,1,0,0,0,N/A,31.616,105,3,31.903,31,33664,0,31.252,33152,0,31.794,30,2,1,0,N/A,45.801,74.125.47.150,15169,1
10826,239.378,39,33154,2,1,0,0,0,N/A,34.064,105,3,30.358,31,33664,0,35.307,33152,0,28.804,30,2,1,0,N/A,28.673,74.125.181.7,15169,1
10836,209.227,39,33154,2,1,0,0,0,N/A,26.489,105,3,26.573,31,33664,0,28.685,33152,0,6.051,30,2,1,0,N/A,6.123,74.125.47.130,15169,1
10842,493.421,39,33154,2,1,0,0,0,N/A,328.224,105,3,138.329,31,33664,0,140.323,33152,0,138.256,30,2,1,0,N/A,134.442,74.125.181.194,15169,1
10843,479.735,39,33154,2,1,0,0,0,N/A,32.119,105,3,53.471,31,33664,0,240.906,33152,0,27.901,30,2,1,0,N/A,244.691,74.125.181.12,15169,1
10850,337.874,39,33154,2,1,0,0,0,N/A,30.231,105,3,30.082,31,33664,0,35.863,33152,0,30.795,30,2,1,0,N/A,29.95,173.194.170.13,15169,1
10865,306.139,39,33154,2,1,0,0,0,N/A,3.48,105,3,3.936,31,33664,0,3.625,33152,0,3.278,30,2,1,0,N/A,3.217,173.194.98.2,15169,1
10866,745.396,39,33154,2,1,0,0,0,N/A,68.766,105,3,69.365,31,33664,0,66.453,33152,0,68.436,30,2,1,0,N/A,63.573,173.194.91.78,15169,1
10872,220.582,39,33154,2,1,0,0,0,N/A,19.973,105,3,22.91,31,33664,0,3.565,33152,0,3.477,30,2,1,0,N/A,19.578,74.125.46.3,15169,1
10890,296.569,39,33154,2,1,0,0,0,N/A,11.156,105,3,12.716,31,33664,0,11.815,33152,0,13.054,30,2,1,0,N/A,11.234,173.194.169.76,15169,1
10904,188.712,39,33154,2,1,0,0,0,N/A,16.761,105,3,7.477,31,33664,0,8.291,33152,0,7.409,30,2,1,0,N/A,7.554,74.125.46.3,15169,1
10907,303.273,39,33154,2,1,0,0,0,N/A,61.133,105,3,40.09,31,33664,0,62.145,33152,0,39.926,30,2,1,0,N/A,39.939,74.125.47.129,15169,1
10916,301.945,39,33154,2,1,0,0,0,N/A,18.196,105,3,42.982,31,33664,0,35.351,33152,0,18.995,30,2,1,0,N/A,34.693,74.125.46.6,15169,1
10920,191.746,39,33154,2,1,0,0,0,N/A,35.655,105,3,21.617,31,33664,0,22.362,33152,0,21.834,30,2,1,0,N/A,36.419,74.125.181.193,15169,1
10921,309.221,39,33154,2,1,0,0,0,N/A,11.349,105,3,11.269,31,33664,0,27.308,33152,0,11.169,30,2,1,0,N/A,11.492,74.125.47.154,15169,1
10923,260.469,39,33154,2,1,0,0,0,N/A,13.166,105,3,18.639,31,33664,0,19.577,33152,0,16.956,30,2,1,0,N/A,13.142,74.125.47.139,15169,1
10924,274.35,39,33154,2,1,0,0,0,N/A,26.232,105,3,26.505,31,33664,0,28.885,33152,0,26.313,30,2,1,0,N/A,25.581,74.125.47.154,15169,1
10928,34.097,39,33154,2,1,0,0,0,N/A,12.925,105,3,8.694,31,33664,0,11.107,33152,0,22.615,30,2,1,0,N/A,16.826,173.194.170.13,15169,1
10932,376.543,39,33154,2,1,0,0,0,N/A,93.138,105,3,95.014,31,33664,0,180.732,33152,0,77.42,30,2,1,0,N/A,93.462,173.194.98.2,15169,1
10933,319.475,39,33154,2,1,0,0,0,N/A,30.019,105,3,144.847,31,33664,0,17.924,33152,0,17.596,30,2,1,0,N/A,159.526,173.194.171.7,15169,1
10935,249.101,39,33154,2,1,0,0,0,N/A,46.002,105,3,45.875,31,33664,0,47.856,33152,0,45.022,30,2,1,0,N/A,45.963,74.125.181.4,15169,1
10946,262.951,39,33154,2,1,0,0,0,N/A,11.481,105,3,33.579,31,33664,0,11.658,33152,0,11.928,30,2,1,0,N/A,11.542,74.125.181.193,15169,1
10949,146.098,39,33154,2,1,0,0,0,N/A,47.238,105,3,47.281,31,33664,0,47.782,33152,0,46.773,30,2,1,0,N/A,47.567,173.194.169.76,15169,1
10953,273.525,39,33154,2,1,0,0,0,N/A,30.914,105,3,32.225,31,33664,0,30.56,33152,0,23.69,30,2,1,0,N/A,24.644,74.125.47.9,15169,1
10955,277.312,39,33154,2,1,0,0,0,N/A,24.298,105,3,23.875,31,33664,0,24.791,33152,0,24.087,30,2,1,0,N/A,25.118,74.125.181.193,15169,1
10982,133.48,39,33154,2,1,0,0,0,N/A,10.127,105,3,15.38,31,33664,0,19.314,33152,0,10.645,30,2,1,0,N/A,11.246,74.125.181.6,15169,1
10988,123.802,39,33154,2,1,0,0,0,N/A,9.725,105,3,10.017,31,33664,0,9.849,33152,0,9.548,30,2,1,0,N/A,9.503,173.194.169.76,15169,1
10990,367.769,39,33154,2,1,0,0,0,N/A,50.634,105,3,47.557,31,33664,0,42.342,33152,0,41.236,30,2,1,0,N/A,42.783,74.125.46.3,15169,1
10997,127.411,39,33154,2,1,0,0,0,N/A,18.023,105,3,20.776,31,33664,0,20.585,33152,0,18.483,30,2,1,0,N/A,19.497,173.194.169.76,15169,1
11006,260.527,39,33154,2,1,0,0,0,N/A,47.122,105,3,48.26,31,33664,0,48.672,33152,0,80.541,30,2,1,0,N/A,74.792,74.125.181.14,15169,1
11009,89.294,39,33154,2,1,0,0,0,N/A,44.498,105,3,15.984,31,33664,0,14.463,33152,0,9.986,30,2,1,0,N/A,12.538,74.125.183.75,15169,1
11016,601.507,39,33154,2,1,0,0,0,N/A,42.274,105,3,42.707,31,33664,0,170.613,33152,0,42.734,30,2,1,0,N/A,77.397,74.125.41.65,15169,1
11022,261.431,39,33154,2,1,0,0,0,N/A,33.055,105,3,75.663,31,33664,0,46.446,33152,0,32.672,30,2,1,0,N/A,32.863,74.125.47.140,15169,1
11038,294.866,39,33154,2,1,0,0,0,N/A,9.491,105,3,9.449,31,33664,0,9.396,33152,0,8.809,30,2,1,0,N/A,9.516,173.194.98.2,15169,1
11049,823.445,39,33154,2,1,0,0,0,N/A,67.096,105,3,84.286,31,33664,0,84.69,33152,0,67.964,30,2,1,0,N/A,67.632,74.125.46.6,15169,1
11055,415.64,39,33154,2,1,0,0,0,N/A,35.145,105,3,34.78,31,33664,0,35.159,33152,0,34.426,30,2,1,0,N/A,35.395,74.125.46.6,15169,1
11059,290.665,39,33154,2,1,0,0,0,N/A,12.963,105,3,8.612,31,33664,0,8.679,33152,0,11.033,30,2,1,0,N/A,8.264,74.125.73.65,15169,1
11065,238.922,39,33154,2,1,0,0,0,N/A,26.208,105,3,26.694,31,33664,0,29.251,33152,0,13.519,30,2,1,0,N/A,9.607,173.194.98.2,15169,1
11072,191.167,39,33154,2,1,0,0,0,N/A,10.41,105,3,26.29,31,33664,0,28.041,33152,0,11.363,30,2,1,0,N/A,26.675,74.125.46.6,15169,1
11074,548.525,39,33154,2,1,0,0,0,N/A,15.226,105,3,15.922,31,33664,0,17.444,33152,0,6.831,30,2,1,0,N/A,6.966,173.194.98.2,15169,1
11079,339.209,39,33154,2,1,0,0,0,N/A,31.15,105,3,15.097,31,33664,0,34.124,33152,0,14.952,30,2,1,0,N/A,31.124,74.125.46.6,15169,1
11090,96.145,39,33154,2,1,0,0,0,N/A,27.371,105,3,27.169,31,33664,0,12.962,33152,0,13.199,30,2,1,0,N/A,52.434,74.125.44.146,15169,1
11092,62.764,39,33154,2,1,0,0,0,N/A,23.944,105,3,21.517,31,33664,0,28.283,33152,0,13.932,30,2,1,0,N/A,23.403,74.125.46.6,15169,1
11095,266.941,39,33154,2,1,0,0,0,N/A,33.536,105,3,50.15,31,33664,0,34.768,33152,0,35.859,30,2,1,0,N/A,33.519,173.194.98.2,15169,1
11101,277.682,39,33154,2,1,0,0,0,N/A,30.297,105,3,30.191,31,33664,0,31.143,33152,0,30.16,30,2,1,0,N/A,30.08,74.125.73.87,15169,1
11108,130.337,39,33154,2,1,0,0,0,N/A,13.93,105,3,13.326,31,33664,0,14.705,33152,0,13.139,30,2,1,0,N/A,13.138,173.194.169.76,15169,1
11110,235.99,39,33154,2,1,0,0,0,N/A,10.082,105,3,10.567,31,33664,0,27.837,33152,0,9.342,30,2,1,0,N/A,10.188,74.125.47.154,15169,1
11118,756.319,39,33154,2,1,0,0,0,N/A,27.357,105,3,28.138,31,33664,0,33.356,33152,0,27.532,30,2,1,0,N/A,27.502,74.125.47.5,15169,1
11119,143.128,39,33154,2,1,0,0,0,N/A,25.782,105,3,9.498,31,33664,0,28.594,33152,0,9.316,30,2,1,0,N/A,9.279,74.125.73.68,15169,1
11140,265.508,39,33154,2,1,0,0,0,N/A,9.649,105,3,9.634,31,33664,0,27.511,33152,0,9.424,30,2,1,0,N/A,10.41,74.125.47.154,15169,1
11149,838.495,39,33154,2,1,0,0,0,N/A,7.558,105,3,7.528,31,33664,0,7.303,33152,0,8.01,30,2,1,0,N/A,6.781,74.125.47.130,15169,1
11153,117.551,39,33154,2,1,0,0,0,N/A,33.114,105,3,18.083,31,33664,0,34.649,33152,0,17.902,30,2,1,0,N/A,57.524,74.125.19.14,15169,1
11158,416.494,39,33154,2,1,0,0,0,N/A,23.094,105,3,22.574,31,33664,0,27.763,33152,0,22.778,30,2,1,0,N/A,23.501,74.125.47.154,15169,1
11166,227.583,39,33154,2,1,0,0,0,N/A,23.012,105,3,22.044,31,33664,0,30.669,33152,0,22.869,30,2,1,0,N/A,23.044,74.125.47.141,15169,1
11170,203.694,39,33154,2,1,0,0,0,N/A,31.129,105,3,45.652,31,33664,0,58.397,33152,0,32.984,30,2,1,0,N/A,30.166,74.125.46.3,15169,1
11171,92.291,39,33154,2,1,0,0,0,N/A,5.141,105,3,4.613,31,33664,0,29.549,33152,0,4.642,30,2,1,0,N/A,44.013,74.125.19.14,15169,1
11181,42.135,39,33154,2,1,0,0,0,N/A,34.033,105,3,33.675,31,33664,0,54.973,33152,0,35.555,30,2,1,0,N/A,34.175,74.125.47.4,15169,1
11189,286.876,39,33154,2,1,0,0,0,N/A,33.083,105,3,33.271,31,33664,0,33.319,33152,0,32.92,30,2,1,0,N/A,30.913,74.125.47.8,15169,1
11194,35.628,39,33154,2,1,0,0,0,N/A,22.238,105,3,26.507,31,33664,0,26.574,33152,0,26.559,30,2,1,0,N/A,24.917,74.125.47.12,15169,1
11195,291.458,39,33154,2,1,0,0,0,N/A,71.084,105,3,68.773,31,33664,0,71.943,33152,0,32.065,30,2,1,0,N/A,32.359,74.125.47.4,15169,1
11197,293.035,39,33154,2,1,0,0,0,N/A,50.298,105,3,49.607,31,33664,0,52.285,33152,0,49.394,30,2,1,0,N/A,49.725,74.125.181.6,15169,1
11200,278.895,39,33154,2,1,0,0,0,N/A,19.15,105,3,21.563,31,33664,0,18.74,33152,0,18.97,30,2,1,0,N/A,19.095,173.194.170.13,15169,1
11202,310.414,39,33154,2,1,0,0,0,N/A,16.794,105,3,16.504,31,33664,0,18.264,33152,0,16.4,30,2,1,0,N/A,17.733,74.125.47.12,15169,1
11204,109.61,39,33154,2,1,0,0,0,N/A,14.662,105,3,14.719,31,33664,0,41.234,33152,0,14.213,30,2,1,0,N/A,14.743,74.125.183.75,15169,1
11206,17.557,39,33154,2,1,0,0,0,N/A,16.254,105,3,15.86,31,33664,0,17.781,33152,0,16.034,30,2,1,0,N/A,21.533,173.194.170.13,15169,1
11208,128.158,39,33154,2,1,0,0,0,N/A,17.828,105,3,15.366,31,33664,0,17.669,33152,0,16.579,30,2,1,0,N/A,15.595,173.194.170.13,15169,1
11212,71.025,39,33154,2,1,0,0,0,N/A,26.566,105,3,18.989,31,33664,0,24.46,33152,0,17.451,30,2,1,0,N/A,18.623,74.125.47.5,15169,1
11213,292.563,39,33154,2,1,0,0,0,N/A,3.047,105,3,20.876,31,33664,0,3.818,33152,0,2.865,30,2,1,0,N/A,2.826,74.125.73.72,15169,1
11219,274.487,39,33154,2,1,0,0,0,N/A,62.856,105,3,64.664,31,33664,0,62.346,33152,0,61.519,30,2,1,0,N/A,62.199,74.125.47.141,15169,1
11225,356.298,39,33154,2,1,0,0,0,N/A,13.55,105,3,13.325,31,33664,0,37.339,33152,0,13.479,30,2,1,0,N/A,14.159,74.125.47.154,15169,1
11227,281.175,39,33154,2,1,0,0,0,N/A,2.585,105,3,7.839,31,33664,0,9.131,33152,0,2.449,30,2,1,0,N/A,4.793,74.125.47.5,15169,1
11236,1409.89,39,33154,2,1,0,0,0,N/A,141.291,105,3,140.394,31,33664,0,158.041,33152,0,140.71,30,2,1,0,N/A,172.579,74.125.47.150,15169,1
11237,257.703,39,33154,2,1,0,0,0,N/A,9.59,105,3,25.339,31,33664,0,238.279,33152,0,9.356,30,2,1,0,N/A,25.833,74.125.181.14,15169,1
11240,153.805,39,33154,2,1,0,0,0,N/A,9.585,105,3,9.523,31,33664,0,27.585,33152,0,9.269,30,2,1,0,N/A,9.354,74.125.47.5,15169,1
11243,143.37,39,33154,2,1,0,0,0,N/A,51.763,105,3,52.058,31,33664,0,65.145,33152,0,53.008,30,2,1,0,N/A,53.151,74.125.47.135,15169,1
11254,260.503,39,33154,2,1,0,0,0,N/A,12.62,105,3,12.739,31,33664,0,30.952,33152,0,12.449,30,2,1,0,N/A,12.412,74.125.181.6,15169,1
11256,382.469,39,33154,2,1,0,0,0,N/A,48.574,105,3,33.225,31,33664,0,52.826,33152,0,32.618,30,2,1,0,N/A,48.811,74.125.46.6,15169,1
11266,228.59,39,33154,2,1,0,0,0,N/A,25.916,105,3,27.404,31,33664,0,28.685,33152,0,25.521,30,2,1,0,N/A,26.684,74.125.181.14,15169,1
11267,368.336,39,33154,2,1,0,0,0,N/A,41.792,105,3,49.726,31,33664,0,5.443,33152,0,5.077,30,2,1,0,N/A,39.073,173.194.93.13,15169,1
11270,208.032,39,33154,2,1,0,0,0,N/A,27.916,105,3,11.949,31,33664,0,28.557,33152,0,11.74,30,2,1,0,N/A,11.58,173.194.98.2,15169,1
11272,255.685,39,33154,2,1,0,0,0,N/A,22.573,105,3,25.024,31,33664,0,28.712,33152,0,23.114,30,2,1,0,N/A,26.912,173.194.169.76,15169,1
11275,417.615,39,33154,2,1,0,0,0,N/A,39.064,105,3,36.146,31,33664,0,39.8,33152,0,35.213,30,2,1,0,N/A,36.299,74.125.46.6,15169,1
11282,350.788,39,33154,2,1,0,0,0,N/A,35.729,105,3,35.741,31,33664,0,36.219,33152,0,35.599,30,2,1,0,N/A,34.953,173.194.98.2,15169,1
11287,409.236,39,33154,2,1,0,0,0,N/A,49.709,105,3,47.295,31,33664,0,45.266,33152,0,9.741,30,2,1,0,N/A,43.178,173.194.171.12,15169,1
11289,280.075,39,33154,2,1,0,0,0,N/A,21.994,105,3,24.285,31,33664,0,24.611,33152,0,20.213,30,2,1,0,N/A,22.845,74.125.181.12,15169,1
11292,640.643,39,33154,2,1,0,0,0,N/A,58.254,105,3,12.403,31,33664,0,43.928,33152,0,8.142,30,2,1,0,N/A,47.525,74.125.41.78,15169,1
11296,79.029,39,33154,2,1,0,0,0,N/A,70.299,105,3,73.363,31,33664,0,67.716,33152,0,66.909,30,2,1,0,N/A,67.184,74.125.47.5,15169,1
11299,267.218,39,33154,2,1,0,0,0,N/A,30.99,105,3,26.947,31,33664,0,30.492,33152,0,31.891,30,2,1,0,N/A,27.821,74.125.47.12,15169,1
11301,298.465,39,33154,2,1,0,0,0,N/A,5.725,105,3,5.786,31,33664,0,8.05,33152,0,14.808,30,2,1,0,N/A,5.977,173.194.98.2,15169,1
11308,155.08,39,33154,2,1,0,0,0,N/A,16.323,105,3,16.794,31,33664,0,18.637,33152,0,16.284,30,2,1,0,N/A,15.623,74.125.46.6,15169,1
11311,402.344,39,33154,2,1,0,0,0,N/A,3.918,105,3,4.749,31,33664,0,3.804,33152,0,3.335,30,2,1,0,N/A,5.638,74.125.190.130,15169,1
11329,673.749,39,33154,2,1,0,0,0,N/A,53.656,105,3,71.83,31,33664,0,74.63,33152,0,54.569,30,2,1,0,N/A,53.522,74.125.46.3,15169,1
11340,351.266,39,33154,2,1,0,0,0,N/A,34.875,105,3,35.237,31,33664,0,35.761,33152,0,34.496,30,2,1,0,N/A,35.237,74.125.46.6,15169,1
11351,225.102,39,33154,2,1,0,0,0,N/A,18.339,105,3,8.575,31,33664,0,17.483,33152,0,7.437,30,2,1,0,N/A,8.513,74.125.46.6,15169,1
11356,319.085,39,33154,2,1,0,0,0,N/A,6.413,105,3,6.277,31,33664,0,8.277,33152,0,6.12,30,2,1,0,N/A,6.196,173.194.98.2,15169,1
11357,263.695,39,33154,2,1,0,0,0,N/A,53.719,105,3,54.597,31,33664,0,59.661,33152,0,73.45,30,2,1,0,N/A,53.437,74.125.181.12,15169,1
11367,260.366,39,33154,2,1,0,0,0,N/A,43.584,105,3,44.621,31,33664,0,44.988,33152,0,46.752,30,2,1,0,N/A,43.964,74.125.47.9,15169,1
11374,188.231,39,33154,2,1,0,0,0,N/A,6.254,105,3,6.191,31,33664,0,14.351,33152,0,14.148,30,2,1,0,N/A,6.068,74.125.46.6,15169,1
11384,245.217,39,33154,2,1,0,0,0,N/A,9.439,105,3,24.981,31,33664,0,43.469,33152,0,9.438,30,2,1,0,N/A,9.278,74.125.47.141,15169,1
11394,136.53,39,33154,2,1,0,0,0,N/A,39.696,105,3,40.299,31,33664,0,41.632,33152,0,40.095,30,2,1,0,N/A,40.749,74.125.181.14,15169,1
11400,114.503,39,33154,2,1,0,0,0,N/A,3.788,105,3,3.695,31,33664,0,20.024,33152,0,3.528,30,2,1,0,N/A,3.396,173.194.169.2,15169,1
11405,255.249,39,33154,2,1,0,0,0,N/A,5.201,105,3,14.27,31,33664,0,12.959,33152,0,5.805,30,2,1,0,N/A,4.692,74.125.181.7,15169,1
11406,161.91,39,33154,2,1,0,0,0,N/A,23.522,105,3,45.438,31,33664,0,20.518,33152,0,20.088,30,2,1,0,N/A,43.294,74.125.73.89,15169,1
11407,330.94,39,33154,2,1,0,0,0,N/A,43.125,105,3,42.297,31,33664,0,43.134,33152,0,43.225,30,2,1,0,N/A,42.392,74.125.46.3,15169,1
11421,278.481,39,33154,2,1,0,0,0,N/A,21.133,105,3,20.598,31,33664,0,21.537,33152,0,20.801,30,2,1,0,N/A,21.159,173.194.169.76,15169,1
11425,151.083,39,33154,2,1,0,0,0,N/A,31.667,105,3,30.982,31,33664,0,31.04,33152,0,31.12,30,2,1,0,N/A,30.036,74.125.47.154,15169,1
11429,375.092,39,33154,2,1,0,0,0,N/A,22.178,105,3,5.168,31,33664,0,21.963,33152,0,5.562,30,2,1,0,N/A,21.819,173.194.98.2,15169,1
11433,132.886,39,33154,2,1,0,0,0,N/A,11.672,105,3,11.81,31,33664,0,12.175,33152,0,12.88,30,2,1,0,N/A,14.677,74.125.47.130,15169,1
11434,121.091,39,33154,2,1,0,0,0,N/A,19.553,105,3,19.401,31,33664,0,19.911,33152,0,18.623,30,2,1,0,N/A,19.249,173.194.169.76,15169,1
11438,172.163,39,33154,2,1,0,0,0,N/A,6.789,105,3,8.895,31,33664,0,18.66,33152,0,6.332,30,2,1,0,N/A,13.283,74.125.47.8,15169,1
11462,294.814,39,33154,2,1,0,0,0,N/A,14.918,105,3,14.895,31,33664,0,8.967,33152,0,15.533,30,2,1,0,N/A,5.679,74.125.46.6,15169,1
11472,295.77,39,33154,2,1,0,0,0,N/A,5.298,105,3,4.966,31,33664,0,4.858,33152,0,4.778,30,2,1,0,N/A,4.989,74.125.46.6,15169,1
11477,380.383,39,33154,2,1,0,0,0,N/A,48.412,105,3,48.068,31,33664,0,49.995,33152,0,49.527,30,2,1,0,N/A,47.41,74.125.46.3,15169,1
11479,337.703,39,33154,2,1,0,0,0,N/A,6.413,105,3,22.427,31,33664,0,23.301,33152,0,5.647,30,2,1,0,N/A,21.1,74.125.46.3,15169,1
11483,129.353,39,33154,2,1,0,0,0,N/A,7.214,105,3,17.458,31,33664,0,7.356,33152,0,16.413,30,2,1,0,N/A,16.252,74.125.46.6,15169,1
11497,106.345,39,33154,2,1,0,0,0,N/A,10.706,105,3,9.532,31,33664,0,11.814,33152,0,9.285,30,2,1,0,N/A,11.105,173.194.170.13,15169,1
11500,142.857,39,33154,2,1,0,0,0,N/A,18.137,105,3,47.202,31,33664,0,31.399,33152,0,18.583,30,2,1,0,N/A,17.75,74.125.19.10,15169,1
11506,105.762,39,33154,2,1,0,0,0,N/A,13.627,105,3,13.553,31,33664,0,37.958,33152,0,13.426,30,2,1,0,N/A,13.616,173.194.90.10,15169,1
11518,287.191,39,33154,2,1,0,0,0,N/A,21.346,105,3,21.071,31,33664,0,62.651,33152,0,22.293,30,2,1,0,N/A,20.977,74.125.47.140,15169,1
11528,147.725,39,33154,2,1,0,0,0,N/A,2.356,105,3,20.346,31,33664,0,87.146,33152,0,2.059,30,2,1,0,N/A,2.364,74.125.183.200,15169,1
11529,97.78,39,33154,2,1,0,0,0,N/A,36.654,105,3,38.596,31,33664,0,37.202,33152,0,37.079,30,2,1,0,N/A,37.751,74.125.44.146,15169,1
11531,222.065,39,33154,2,1,0,0,0,N/A,21.972,105,3,22.185,31,33664,0,36.356,33152,0,21.43,30,2,1,0,N/A,21.469,74.125.73.65,15169,1
11551,110.167,39,33154,2,1,0,0,0,N/A,5.029,105,3,5.167,31,33664,0,15.136,33152,0,5.124,30,2,1,0,N/A,13.034,74.125.47.150,15169,1
11556,133.675,39,33154,2,1,0,0,0,N/A,7.716,105,3,6.797,31,33664,0,6.52,33152,0,7.138,30,2,1,0,N/A,7.091,74.125.181.14,15169,1
11560,291.204,39,33154,2,1,0,0,0,N/A,85.88,105,3,85.775,31,33664,0,84.439,33152,0,46.591,30,2,1,0,N/A,46.798,74.125.47.151,15169,1
11561,237.876,39,33154,2,1,0,0,0,N/A,27.203,105,3,27.095,31,33664,0,26.954,33152,0,26.793,30,2,1,0,N/A,26.562,173.194.98.2,15169,1
11562,326.435,39,33154,2,1,0,0,0,N/A,9.694,105,3,9.904,31,33664,0,21.085,33152,0,9.47,30,2,1,0,N/A,9.791,173.194.98.2,15169,1
11570,390.135,39,33154,2,1,0,0,0,N/A,105.452,105,3,86.178,31,33664,0,88.091,33152,0,85.922,30,2,1,0,N/A,108.573,74.125.47.154,15169,1
11576,242.456,39,33154,2,1,0,0,0,N/A,20.513,105,3,20.613,31,33664,0,21.084,33152,0,20.091,30,2,1,0,N/A,54.756,74.125.47.12,15169,1
11577,209.513,39,33154,2,1,0,0,0,N/A,24.272,105,3,24.436,31,33664,0,24.744,33152,0,24.272,30,2,1,0,N/A,24.598,74.125.181.6,15169,1
11578,20.529,39,33154,2,1,0,0,0,N/A,19.762,105,3,19.459,31,33664,0,19.823,33152,0,19.475,30,2,1,0,N/A,18.559,173.194.170.13,15169,1
11583,192.368,39,33154,2,1,0,0,0,N/A,13.353,105,3,15.931,31,33664,0,12.622,33152,0,12.292,30,2,1,0,N/A,12.626,74.125.46.3,15169,1
