@relation 'parsejson'
@attribute probe_id numeric
% dsfail.py
@attribute dsfail_rt numeric
@attribute dsfail_size numeric
@attribute dsfail_flags numeric %% header bit flags (decimal)
@attribute dsfail_rcode numeric %% response code
@attribute dsfail_qcount numeric %% query count
@attribute dsfail_acount numeric %% answer count
@attribute dsfail_nscount numeric %% authority count
@attribute dsfail_arcount numeric %% additional count
@attribute dsfail_rdata string %% rdata of first reply
% nxdomain.py
@attribute nxd_rt numeric %% response time
@attribute nxd_size numeric %% response size
@attribute nxd_rcode numeric %% response code
% dnskey.py
@attribute dnskey_rt numeric    %% response time
@attribute dnskey_size numeric  %% response size
@attribute dnskey_flags numeric %% header bit flags (decimal)
@attribute dnskey_rcode numeric %% response code
% nsid.py
@attribute nsid_rt numeric    %% response time
@attribute nsid_flags numeric %% header bit flags (decimal)
@attribute nsid_rcode numeric %% response code
% chaos.py
@attribute chaos1_rt numeric % response time
@attribute chaos1_size numeric % response size
@attribute chaos1_rcode numeric % response code
@attribute chaos1_version_bind numeric % request field
@attribute chaos1_version_hostname numeric % request field
@attribute chaos1_resp string % response string
% whoami.py
@attribute whoami_rt numeric %% response time
@attribute whoami_ip string %% resolver ip address
@attribute whoami_asn numeric %% resolver asn
% class
@attribute ok {1,0}
@data
19831,137.046,39,33154,2,1,0,0,0,N/A,15.025,105,3,15.129,31,33664,0,14.548,33152,0,13.617,30,2,1,0,N/A,12.63,74.125.73.87,15169,1
19835,235.634,39,33154,2,1,0,0,0,N/A,22.291,105,3,21.131,31,33664,0,22.609,33152,0,21.498,30,2,1,0,N/A,58.307,74.125.47.154,15169,1
19836,236.354,39,33154,2,1,0,0,0,N/A,13.105,105,3,14.275,31,33664,0,14.933,33152,0,12.973,30,2,1,0,N/A,12.745,74.125.73.89,15169,1
19838,139.57,39,33154,2,1,0,0,0,N/A,38.791,105,3,41.644,31,33664,0,40.386,33152,0,38.471,30,2,1,0,N/A,40.883,74.125.73.65,15169,1
19843,29.913,39,33154,2,1,0,0,0,N/A,14.787,105,3,14.896,31,33664,0,15.64,33152,0,15.215,30,2,1,0,N/A,15.072,74.125.181.6,15169,1
19847,153.502,39,33154,2,1,0,0,0,N/A,65.487,105,3,68.606,31,33664,0,57.019,33152,0,71.224,30,2,1,0,N/A,64.669,74.125.47.5,15169,1
19848,50.634,39,33154,2,1,0,0,0,N/A,40.136,105,3,41.024,31,33664,0,31.633,33152,0,29.486,30,2,1,0,N/A,51.755,74.125.181.14,15169,1
19858,459.074,39,33154,2,1,0,0,0,N/A,37.721,105,3,20.535,31,33664,0,39.029,33152,0,21.512,30,2,1,0,N/A,19.422,173.194.98.10,15169,1
19863,163.877,39,33154,2,1,0,0,0,N/A,73.673,105,3,63.807,31,33664,0,86.927,33152,0,46.5,30,2,1,0,N/A,92.922,74.125.73.65,15169,1
19871,74.675,39,33154,2,1,0,0,0,N/A,25.234,105,3,24.688,31,33664,0,37.446,33152,0,26.449,30,2,1,0,N/A,24.832,74.125.46.6,15169,1
19873,301.381,39,33154,2,1,0,0,0,N/A,17.983,105,3,17.702,31,33664,0,19.375,33152,0,16.882,30,2,1,0,N/A,18.243,173.194.170.13,15169,1
19877,241.496,39,33154,2,1,0,0,0,N/A,14.217,105,3,14.295,31,33664,0,16.094,33152,0,14.254,30,2,1,0,N/A,14.305,74.125.181.194,15169,1
19882,1894.88,39,33154,2,1,0,0,0,N/A,18.517,105,3,16.43,31,33664,0,17.307,33152,0,21.19,30,2,1,0,N/A,10.859,74.125.181.6,15169,1
19891,248.327,39,33154,2,1,0,0,0,N/A,16.213,105,3,16.093,31,33664,0,18.4,33152,0,16.101,30,2,1,0,N/A,14.632,74.125.47.9,15169,1
19894,182.202,39,33154,2,1,0,0,0,N/A,17.963,105,3,17.676,31,33664,0,18.035,33152,0,18.546,30,2,1,0,N/A,18.458,74.125.183.200,15169,1
19902,253.127,39,33154,2,1,0,0,0,N/A,17.484,105,3,48.008,31,33664,0,51.531,33152,0,22.535,30,2,1,0,N/A,20.895,74.125.47.154,15169,1
19905,242.717,39,33154,2,1,0,0,0,N/A,17.048,105,3,10.25,31,33664,0,10.52,33152,0,10.356,30,2,1,0,N/A,10.424,74.125.72.147,15169,1
19906,144.601,39,33154,2,1,0,0,0,N/A,17.525,105,3,25.394,31,33664,0,27.08,33152,0,17.68,30,2,1,0,N/A,96.801,74.125.47.5,15169,1
19908,128.009,39,33154,2,1,0,0,0,N/A,25.057,105,3,25.941,31,33664,0,27.712,33152,0,25.126,30,2,1,0,N/A,25.796,173.194.90.10,15169,1
19917,477.158,39,33154,2,1,0,0,0,N/A,39.098,105,3,39.1,31,33664,0,217.105,33152,0,38.911,30,2,1,0,N/A,39,74.125.41.14,15169,1
19921,39.799,39,33154,2,1,0,0,0,N/A,13.401,105,3,15.369,31,33664,0,31.785,33152,0,19.65,30,2,1,0,N/A,18.173,173.194.98.2,15169,1
19936,40.683,39,33154,2,1,0,0,0,N/A,10.13,105,3,10,31,33664,0,20.269,33152,0,9.799,30,2,1,0,N/A,9.793,74.125.46.6,15169,1
19946,176.153,39,33154,2,1,0,0,0,N/A,9.51,105,3,27.213,31,33664,0,10.422,33152,0,9.597,30,2,1,0,N/A,9.132,74.125.72.147,15169,1
19948,372.67,39,33154,2,1,0,0,0,N/A,102.832,105,3,67.301,31,33664,0,112.809,33152,0,66.32,30,2,1,0,N/A,67.021,74.125.47.5,15169,1
19952,73.855,39,33154,2,1,0,0,0,N/A,32.574,105,3,30.662,31,33664,0,31.384,33152,0,19.177,30,2,1,0,N/A,16.546,74.125.19.14,15169,1
19954,140.274,39,33154,2,1,0,0,0,N/A,41.985,105,3,36.767,31,33664,0,37.074,33152,0,11.009,30,2,1,0,N/A,36.635,74.125.183.200,15169,1
19955,100.237,39,33154,2,1,0,0,0,N/A,23.444,105,3,33.428,31,33664,0,20.005,33152,0,20.491,30,2,1,0,N/A,21.983,74.125.44.146,15169,1
19957,252.971,39,33154,2,1,0,0,0,N/A,45.292,105,3,36.147,31,33664,0,45.282,33152,0,50.204,30,2,1,0,N/A,44.413,74.125.183.200,15169,1
19968,68.927,39,33154,2,1,0,0,0,N/A,13.156,105,3,13.759,31,33664,0,30.977,33152,0,13.223,30,2,1,0,N/A,13.051,173.194.98.2,15169,1
19970,393.047,39,33154,2,1,0,0,0,N/A,3.383,105,3,3.461,31,33664,0,3.574,33152,0,3.027,30,2,1,0,N/A,3.262,74.125.190.130,15169,1
19971,540.444,39,33154,2,1,0,0,0,N/A,25.047,105,3,24.597,31,33664,0,155.147,33152,0,24.649,30,2,1,0,N/A,25.195,74.125.41.81,15169,1
19976,188.921,39,33154,2,1,0,0,0,N/A,28.03,105,3,20.444,31,33664,0,21.495,33152,0,20.305,30,2,1,0,N/A,20.383,74.125.76.11,15169,1
19977,348.178,39,33154,2,1,0,0,0,N/A,22.164,105,3,30.933,31,33664,0,32.085,33152,0,15.585,30,2,1,0,N/A,14.784,173.194.98.2,15169,1
19983,697.472,39,33154,2,1,0,0,0,N/A,14.842,105,3,14.877,31,33664,0,143.844,33152,0,14.738,30,2,1,0,N/A,15.263,74.125.41.65,15169,1
19985,82.786,39,33154,2,1,0,0,0,N/A,19.035,105,3,23.324,31,33664,0,19.642,33152,0,18.654,30,2,1,0,N/A,17.078,74.125.183.75,15169,1
19997,73.185,39,33154,2,1,0,0,0,N/A,14.848,105,3,42.076,31,33664,0,67.559,33152,0,15.461,30,2,1,0,N/A,30.65,74.125.46.6,15169,1
19998,70.03,39,33154,2,1,0,0,0,N/A,15.744,105,3,15.13,31,33664,0,15.415,33152,0,14.782,30,2,1,0,N/A,16.061,173.194.90.10,15169,1
20001,164.112,39,33154,2,1,0,0,0,N/A,9.78,105,3,17.904,31,33664,0,9.945,33152,0,8.853,30,2,1,0,N/A,18.953,173.194.98.2,15169,1
20003,180.857,39,33154,2,1,0,0,0,N/A,15.896,105,3,16.516,31,33664,0,19.928,33152,0,15.222,30,2,1,0,N/A,15.427,173.194.169.76,15169,1
20009,179.655,39,33154,2,1,0,0,0,N/A,23.316,105,3,21.869,31,33664,0,23.143,33152,0,22.783,30,2,1,0,N/A,21.951,173.194.169.76,15169,1
20012,145.086,39,33154,2,1,0,0,0,N/A,9.273,105,3,9.095,31,33664,0,576.837,33152,0,33.395,30,2,1,0,N/A,9.106,74.125.47.154,15169,1
20015,154.986,39,33154,2,1,0,0,0,N/A,9.152,105,3,9.152,31,33664,0,42.549,33152,0,8.913,30,2,1,0,N/A,8.758,74.125.47.9,15169,1
20019,122.065,39,33154,2,1,0,0,0,N/A,63.071,105,3,56.456,31,33664,0,81.614,33152,0,121.528,30,2,1,0,N/A,29.087,74.125.47.154,15169,1
20025,18.023,39,33154,2,1,0,0,0,N/A,11.481,105,3,11.813,31,33664,0,12.601,33152,0,10.72,30,2,1,0,N/A,10.611,173.194.169.76,15169,1
20035,274.861,39,33154,2,1,0,0,0,N/A,3.261,105,3,4.898,31,33664,0,5.03,33152,0,2.76,30,2,1,0,N/A,5.35,173.194.98.2,15169,1
20052,127.93,39,33154,2,1,0,0,0,N/A,12.623,105,3,12.398,31,33664,0,16.262,33152,0,12.222,30,2,1,0,N/A,12.449,74.125.47.150,15169,1
20054,67.832,39,33154,2,1,0,0,0,N/A,27.099,105,3,25.685,31,33664,0,28.139,33152,0,24.508,30,2,1,0,N/A,26.444,74.125.42.139,15169,1
20059,199.616,39,33154,2,1,0,0,0,N/A,5.353,105,3,3.05,31,33664,0,22.099,33152,0,2.915,30,2,1,0,N/A,18.669,173.194.98.2,15169,1
20066,278.681,39,33154,2,1,0,0,0,N/A,7.598,105,3,7.593,31,33664,0,7.291,33152,0,6.423,30,2,1,0,N/A,7.578,74.125.47.9,15169,1
20071,24.489,39,33154,2,1,0,0,0,N/A,3.628,105,3,18.741,31,33664,0,19.599,33152,0,2.909,30,2,1,0,N/A,5.21,173.194.170.13,15169,1
20072,212.509,39,33154,2,1,0,0,0,N/A,40.877,105,3,38.482,31,33664,0,91.539,33152,0,36.81,30,2,1,0,N/A,40.556,74.125.47.150,15169,1
20090,151.111,39,33154,2,1,0,0,0,N/A,183.518,105,3,359.709,31,33664,0,110.77,33152,0,155.964,30,2,1,0,N/A,151.902,74.125.42.134,15169,1
20096,490.459,39,33154,2,1,0,0,0,N/A,91.88,105,3,95.876,31,33664,0,93.175,33152,0,91.156,30,2,1,0,N/A,109.222,172.217.32.129,15169,1
20102,287.097,39,33154,2,1,0,0,0,N/A,16.194,105,3,15.464,31,33664,0,27.955,33152,0,14.686,30,2,1,0,N/A,15.038,173.194.98.2,15169,1
20106,165.442,39,33154,2,1,0,0,0,N/A,27.977,105,3,28.041,31,33664,0,28.644,33152,0,28.533,30,2,1,0,N/A,28.36,173.194.169.76,15169,1
20121,131.758,39,33154,2,1,0,0,0,N/A,21.392,105,3,21.037,31,33664,0,22.172,33152,0,21.172,30,2,1,0,N/A,21.128,173.194.169.76,15169,1
20128,323.367,39,33154,2,1,0,0,0,N/A,17.245,105,3,33.383,31,33664,0,35.358,33152,0,18.374,30,2,1,0,N/A,17.01,74.125.47.150,15169,1
20129,54.772,39,33154,2,1,0,0,0,N/A,53.793,105,3,46.919,31,33664,0,54.144,33152,0,62.918,30,2,1,0,N/A,42.793,74.125.47.4,15169,1
20132,108.472,39,33154,2,1,0,0,0,N/A,56.137,105,3,54.161,31,33664,0,63.974,33152,0,55.552,30,2,1,0,N/A,58.981,74.125.19.14,15169,1
20151,374.865,39,33154,2,1,0,0,0,N/A,3.083,105,3,3.363,31,33664,0,6.706,33152,0,2.289,30,2,1,0,N/A,2.057,172.217.32.137,15169,1
20168,42.285,39,33154,2,1,0,0,0,N/A,21.407,105,3,19.02,31,33664,0,17.911,33152,0,18.4,30,2,1,0,N/A,18.128,173.194.170.13,15169,1
20170,176.066,39,33154,2,1,0,0,0,N/A,41.194,105,3,38.657,31,33664,0,41.614,33152,0,38.523,30,2,1,0,N/A,38.881,74.125.47.154,15169,1
20187,51.953,39,33154,2,1,0,0,0,N/A,39.428,105,3,41.421,31,33664,0,40.518,33152,0,41.959,30,2,1,0,N/A,41.744,74.125.47.12,15169,1
20190,217.73,39,33154,2,1,0,0,0,N/A,36.102,105,3,35.445,31,33664,0,35.344,33152,0,35.061,30,2,1,0,N/A,35.315,74.125.46.6,15169,1
20206,28.53,39,33154,2,1,0,0,0,N/A,6.492,105,3,6.771,31,33664,0,6.35,33152,0,6.383,30,2,1,0,N/A,6.287,173.194.169.76,15169,1
20220,163.345,39,33154,2,1,0,0,0,N/A,38.096,105,3,39.495,31,33664,0,40.148,33152,0,32.67,30,2,1,0,N/A,36.444,74.125.47.141,15169,1
20225,124.88,39,33154,2,1,0,0,0,N/A,3.783,105,3,3.91,31,33664,0,9.706,33152,0,4.104,30,2,1,0,N/A,3.593,74.125.181.194,15169,1
20226,24.959,39,33154,2,1,0,0,0,N/A,18.467,105,3,18.29,31,33664,0,24.953,33152,0,17.644,30,2,1,0,N/A,28.628,74.125.47.154,15169,1
20231,90.555,39,33154,2,1,0,0,0,N/A,50.539,105,3,51.682,31,33664,0,67.786,33152,0,53.91,30,2,1,0,N/A,67.29,173.194.98.2,15169,1
20233,288.286,39,33154,2,1,0,0,0,N/A,26.553,105,3,25.436,31,33664,0,278.721,33152,0,26.196,30,2,1,0,N/A,27.243,74.125.47.3,15169,1
20247,115.639,39,33154,2,1,0,0,0,N/A,15.176,105,3,15.145,31,33664,0,24.196,33152,0,15.114,30,2,1,0,N/A,20.374,74.125.47.4,15169,1
20250,42.557,39,33154,2,1,0,0,0,N/A,38.206,105,3,38.644,31,33664,0,34.618,33152,0,37.336,30,2,1,0,N/A,39.362,173.194.170.13,15169,1
20256,104.249,39,33154,2,1,0,0,0,N/A,17.322,105,3,16.715,31,33664,0,34.255,33152,0,17.291,30,2,1,0,N/A,17.9,74.125.181.7,15169,1
20261,168.999,39,33154,2,1,0,0,0,N/A,34.467,105,3,34.437,31,33664,0,36.03,33152,0,34.484,30,2,1,0,N/A,34.601,74.125.47.150,15169,1
20275,58.444,39,33154,2,1,0,0,0,N/A,13.053,105,3,12.876,31,33664,0,13.294,33152,0,12.303,30,2,1,0,N/A,12.814,74.125.19.14,15169,1
20289,117.683,39,33154,2,1,0,0,0,N/A,9.403,105,3,9.539,31,33664,0,15.964,33152,0,9.035,30,2,1,0,N/A,9.39,74.125.73.65,15169,1
20302,107.713,39,33154,2,1,0,0,0,N/A,9.644,105,3,9.001,31,33664,0,9.822,33152,0,9.465,30,2,1,0,N/A,8.855,173.194.169.76,15169,1
20306,523.744,39,33154,2,1,0,0,0,N/A,36.69,105,3,46.099,31,33664,0,37.216,33152,0,35.46,30,2,1,0,N/A,38.902,74.125.190.140,15169,1
20312,187.15,39,33154,2,1,0,0,0,N/A,13.225,105,3,12.664,31,33664,0,25.297,33152,0,14.243,30,2,1,0,N/A,14.08,173.194.98.2,15169,1
20315,336.789,39,33154,2,1,0,0,0,N/A,12.51,105,3,13.423,31,33664,0,143.369,33152,0,11.91,30,2,1,0,N/A,12.73,173.194.171.13,15169,1
20321,249.869,39,33154,2,1,0,0,0,N/A,61.583,105,3,74.334,31,33664,0,61.481,33152,0,65.904,30,2,1,0,N/A,73.951,74.125.46.3,15169,1
20325,121.496,39,33154,2,1,0,0,0,N/A,5.037,105,3,6.212,31,33664,0,13.943,33152,0,4.661,30,2,1,0,N/A,4.567,74.125.47.150,15169,1
20347,566.703,39,33154,2,1,0,0,0,N/A,69.295,105,3,448.431,31,33664,0,59.638,33152,0,196.134,30,2,1,0,N/A,61.26,173.194.91.78,15169,1
20350,207.936,39,33154,2,1,0,0,0,N/A,3.521,105,3,3.783,31,33664,0,22.7,33152,0,3.624,30,2,1,0,N/A,3.707,74.125.47.150,15169,1
20353,289.309,39,33154,2,1,0,0,0,N/A,47.562,105,3,48.342,31,33664,0,49.596,33152,0,47.686,30,2,1,0,N/A,52.462,173.194.98.2,15169,1
20354,251.547,39,33154,2,1,0,0,0,N/A,68.792,105,3,48.468,31,33664,0,50.163,33152,0,48.743,30,2,1,0,N/A,50.543,74.125.181.194,15169,1
20356,111.95,39,33154,2,1,0,0,0,N/A,24.632,105,3,24.306,31,33664,0,26.372,33152,0,24.316,30,2,1,0,N/A,24.596,74.125.47.4,15169,1
20357,57.112,39,33154,2,1,0,0,0,N/A,40.425,105,3,39.849,31,33664,0,40.404,33152,0,40.196,30,2,1,0,N/A,40.101,74.125.181.194,15169,1
20360,263.553,39,33154,2,1,0,0,0,N/A,55.971,105,3,55.51,31,33664,0,60.272,33152,0,51.04,30,2,1,0,N/A,54.125,74.125.181.193,15169,1
20368,13.863,39,33154,2,1,0,0,0,N/A,11.977,105,3,12.193,31,33664,0,12.591,33152,0,14.127,30,2,1,0,N/A,11.001,173.194.169.76,15169,1
20388,306.617,39,33154,2,1,0,0,0,N/A,67.82,105,3,76.769,31,33664,0,74.53,33152,0,66.604,30,2,1,0,N/A,70.66,74.125.73.65,15169,1
20402,144.846,39,33154,2,1,0,0,0,N/A,17.611,105,3,18.268,31,33664,0,18.224,33152,0,4.597,30,2,1,0,N/A,4.703,173.194.169.76,15169,1
20409,99.055,39,33154,2,1,0,0,0,N/A,7.343,105,3,7.493,31,33664,0,10.071,33152,0,7.392,30,2,1,0,N/A,7.212,173.194.169.76,15169,1
20432,30.935,39,33154,2,1,0,0,0,N/A,13.961,105,3,7.764,31,33664,0,19.902,33152,0,7.558,30,2,1,0,N/A,7.609,74.125.47.139,15169,1
20435,112.922,39,33154,2,1,0,0,0,N/A,35.426,105,3,28.908,31,33664,0,30.71,33152,0,25.642,30,2,1,0,N/A,29.03,74.125.19.10,15169,1
20444,28.026,39,33154,2,1,0,0,0,N/A,18.199,105,3,16.727,31,33664,0,20.195,33152,0,9.979,30,2,1,0,N/A,10.562,74.125.47.9,15169,1
20446,130.002,39,33154,2,1,0,0,0,N/A,6.003,105,3,6.026,31,33664,0,6.448,33152,0,5.587,30,2,1,0,N/A,6.384,74.125.73.74,15169,1
20447,70.363,39,33154,2,1,0,0,0,N/A,33.775,105,3,32.873,31,33664,0,35.202,33152,0,8.082,30,2,1,0,N/A,8.425,173.194.90.10,15169,1
20451,151.786,39,33154,2,1,0,0,0,N/A,24.957,105,3,39.708,31,33664,0,24.327,33152,0,23.42,30,2,1,0,N/A,63.931,74.125.19.14,15169,1
20452,219.937,39,33154,2,1,0,0,0,N/A,17.75,105,3,17.807,31,33664,0,19.675,33152,0,17.606,30,2,1,0,N/A,17.904,74.125.47.141,15169,1
20454,115.435,39,33154,2,1,0,0,0,N/A,9.259,105,3,9.419,31,33664,0,9.225,33152,0,8.919,30,2,1,0,N/A,8.337,173.194.170.13,15169,1
20456,175.897,39,33154,2,1,0,0,0,N/A,10.111,105,3,10.553,31,33664,0,11.963,33152,0,9.871,30,2,1,0,N/A,10.114,74.125.73.65,15169,1
20464,29.495,39,33154,2,1,0,0,0,N/A,21.146,105,3,20.184,31,33664,0,22.271,33152,0,19.921,30,2,1,0,N/A,20.989,74.125.181.6,15169,1
20466,32.972,39,33154,2,1,0,0,0,N/A,24.314,105,3,24.479,31,33664,0,33.05,33152,0,23.593,30,2,1,0,N/A,31.665,74.125.73.65,15169,1
20472,203.452,39,33154,2,1,0,0,0,N/A,24.384,105,3,7.711,31,33664,0,21.86,33152,0,5.428,30,2,1,0,N/A,21.1,74.125.46.3,15169,1
20474,133.846,39,33154,2,1,0,0,0,N/A,3.237,105,3,3.235,31,33664,0,10.479,33152,0,5.204,30,2,1,0,N/A,4.83,74.125.47.14,15169,1
20488,64.79,39,33154,2,1,0,0,0,N/A,28.689,105,3,26.901,31,33664,0,27.437,33152,0,25.955,30,2,1,0,N/A,66.124,74.125.19.14,15169,1
20492,128.061,39,33154,2,1,0,0,0,N/A,16.08,105,3,16.735,31,33664,0,24.574,33152,0,17,30,2,1,0,N/A,16.45,74.125.47.14,15169,1
20506,9.518,39,33154,2,1,0,0,0,N/A,8.082,105,3,7.937,31,33664,0,10.498,33152,0,7.738,30,2,1,0,N/A,8.421,173.194.169.76,15169,1
20511,162.782,39,33154,2,1,0,0,0,N/A,15.575,105,3,35.811,31,33664,0,21.079,33152,0,12.865,30,2,1,0,N/A,13.427,74.125.47.9,15169,1
20512,290.338,39,33154,2,1,0,0,0,N/A,283.433,105,3,279.263,31,33664,0,285.868,33152,0,284.079,30,2,1,0,N/A,293.32,173.194.169.76,15169,1
20517,368.608,39,33154,2,1,0,0,0,N/A,21.294,105,3,39.055,31,33664,0,20.925,33152,0,22.639,30,2,1,0,N/A,19.928,74.125.46.6,15169,1
20519,81.532,39,33154,2,1,0,0,0,N/A,37.339,105,3,38.149,31,33664,0,40.056,33152,0,22.636,30,2,1,0,N/A,22.33,74.125.44.146,15169,1
20522,240.248,39,33154,2,1,0,0,0,N/A,18.033,105,3,17.354,31,33664,0,25.322,33152,0,17.808,30,2,1,0,N/A,17.016,74.125.72.147,15169,1
20523,285.635,39,33154,2,1,0,0,0,N/A,19.861,105,3,3.831,31,33664,0,21.867,33152,0,3.301,30,2,1,0,N/A,19.105,74.125.46.6,15169,1
20528,250.553,39,33154,2,1,0,0,0,N/A,14.725,105,3,28.366,31,33664,0,42.066,33152,0,69.134,30,2,1,0,N/A,11.396,74.125.181.211,15169,1
20531,393.865,39,33154,2,1,0,0,0,N/A,14.57,105,3,14.349,31,33664,0,13.618,33152,0,15.343,30,2,1,0,N/A,13.594,74.125.46.6,15169,1
20533,188.072,39,33154,2,1,0,0,0,N/A,42.624,105,3,6.057,31,33664,0,5.881,33152,0,5.152,30,2,1,0,N/A,5.328,74.125.47.135,15169,1
20534,135.474,39,33154,2,1,0,0,0,N/A,6.212,105,3,6.885,31,33664,0,7.756,33152,0,6.142,30,2,1,0,N/A,6.733,173.194.169.76,15169,1
20544,236.133,39,33154,2,1,0,0,0,N/A,67.719,105,3,82.512,31,33664,0,72.473,33152,0,66.831,30,2,1,0,N/A,66.821,74.125.47.4,15169,1
20553,163.4,39,33154,2,1,0,0,0,N/A,13.076,105,3,8.552,31,33664,0,10.691,33152,0,12.348,30,2,1,0,N/A,6.99,74.125.47.130,15169,1
20560,268.727,39,33154,2,1,0,0,0,N/A,29.816,105,3,21.189,31,33664,0,23.314,33152,0,17.837,30,2,1,0,N/A,18.286,74.125.47.154,15169,1
20566,43.444,39,33154,2,1,0,0,0,N/A,26.857,105,3,25.794,31,33664,0,33.759,33152,0,30.84,30,2,1,0,N/A,25.299,74.125.47.4,15169,1
20573,174.807,39,33154,2,1,0,0,0,N/A,8.811,105,3,8.877,31,33664,0,8.823,33152,0,8.44,30,2,1,0,N/A,45.514,74.125.73.65,15169,1
20577,233.54,39,33154,2,1,0,0,0,N/A,3.118,105,3,3.408,31,33664,0,10.347,33152,0,2.885,30,2,1,0,N/A,3.002,74.125.181.6,15169,1
20607,34.105,39,33154,2,1,0,0,0,N/A,15.582,105,3,32.135,31,33664,0,31.745,33152,0,15.815,30,2,1,0,N/A,31.546,74.125.46.6,15169,1
20621,424.57,39,33154,2,1,0,0,0,N/A,6.581,105,3,14.342,31,33664,0,9.232,33152,0,6.281,30,2,1,0,N/A,7.294,74.125.190.140,15169,1
20625,161.815,39,33154,2,1,0,0,0,N/A,16.904,105,3,16.098,31,33664,0,26.018,33152,0,20.625,30,2,1,0,N/A,13.483,74.125.19.14,15169,1
20631,18.81,39,33154,2,1,0,0,0,N/A,10.659,105,3,10.245,31,33664,0,12.17,33152,0,9.705,30,2,1,0,N/A,9.878,74.125.47.141,15169,1
20647,90.228,39,33154,2,1,0,0,0,N/A,35.753,105,3,30.47,31,33664,0,22.022,33152,0,17.51,30,2,1,0,N/A,17.644,74.125.44.82,15169,1
20649,50.149,39,33154,2,1,0,0,0,N/A,5.136,105,3,4.473,31,33664,0,44.886,33152,0,3.889,30,2,1,0,N/A,4.202,74.125.181.208,15169,1
20650,30.125,39,33154,2,1,0,0,0,N/A,8.598,105,3,7.686,31,33664,0,6.592,33152,0,8.169,30,2,1,0,N/A,7.306,173.194.170.13,15169,1
20662,164.222,39,33154,2,1,0,0,0,N/A,39.908,105,3,39.278,31,33664,0,37.182,33152,0,39.339,30,2,1,0,N/A,45.76,74.125.47.154,15169,1
20669,24.878,39,33154,2,1,0,0,0,N/A,7.995,105,3,8.001,31,33664,0,23.598,33152,0,7.715,30,2,1,0,N/A,7.831,173.194.170.13,15169,1
20677,119.821,39,33154,2,1,0,0,0,N/A,22.282,105,3,19.108,31,33664,0,30.308,33152,0,35.155,30,2,1,0,N/A,21.474,74.125.73.89,15169,1
20678,33.556,39,33154,2,1,0,0,0,N/A,25.055,105,3,25.595,31,33664,0,26.017,33152,0,25.363,30,2,1,0,N/A,24.319,74.125.181.194,15169,1
20681,24.736,39,33154,2,1,0,0,0,N/A,2.724,105,3,2.537,31,33664,0,18.999,33152,0,2.345,30,2,1,0,N/A,2.758,173.194.170.13,15169,1
20683,69.499,39,33154,2,1,0,0,0,N/A,24.716,105,3,24.532,31,33664,0,25.4,33152,0,35.146,30,2,1,0,N/A,24.703,74.125.19.14,15169,1
20687,120.354,39,33154,2,1,0,0,0,N/A,26.968,105,3,11.05,31,33664,0,12.755,33152,0,12.58,30,2,1,0,N/A,52.232,74.125.44.86,15169,1
20690,378.374,39,33154,2,1,0,0,0,N/A,36.014,105,3,36.105,31,33664,0,37.516,33152,0,36.239,30,2,1,0,N/A,37.095,74.125.46.6,15169,1
20702,19.173,39,33154,2,1,0,0,0,N/A,4.783,105,3,2.552,31,33664,0,19.912,33152,0,2.187,30,2,1,0,N/A,4.983,74.125.181.5,15169,1
20706,129.496,39,33154,2,1,0,0,0,N/A,3.581,105,3,17.959,31,33664,0,19.597,33152,0,4.83,30,2,1,0,N/A,4.87,74.125.73.69,15169,1
20707,21.034,39,33154,2,1,0,0,0,N/A,18.46,105,3,18.591,31,33664,0,27.059,33152,0,18.257,30,2,1,0,N/A,21.862,74.125.47.150,15169,1
20715,14.873,39,33154,2,1,0,0,0,N/A,12.933,105,3,13.163,31,33664,0,14.817,33152,0,12.817,30,2,1,0,N/A,12.732,74.125.73.89,15169,1
20721,403.163,39,33154,2,1,0,0,0,N/A,29.167,105,3,28.832,31,33664,0,30.342,33152,0,28.43,30,2,1,0,N/A,28.93,74.125.181.194,15169,1
20724,251.781,39,33154,2,1,0,0,0,N/A,3.947,105,3,60.333,31,33664,0,5.335,33152,0,4.604,30,2,1,0,N/A,4.122,74.125.72.147,15169,1
20731,253.015,39,33154,2,1,0,0,0,N/A,13.929,105,3,14.503,31,33664,0,14.962,33152,0,13.563,30,2,1,0,N/A,14.122,74.125.73.65,15169,1
20739,69.704,39,33154,2,1,0,0,0,N/A,13.475,105,3,14.734,31,33664,0,18.471,33152,0,15.073,30,2,1,0,N/A,14.842,74.125.76.4,15169,1
20742,143.652,39,33154,2,1,0,0,0,N/A,8.053,105,3,11.179,31,33664,0,34.874,33152,0,10.815,30,2,1,0,N/A,7.095,74.125.47.5,15169,1
20749,341.616,39,33154,2,1,0,0,0,N/A,25.15,105,3,25.894,31,33664,0,28.405,33152,0,8.747,30,2,1,0,N/A,8.725,173.194.98.2,15169,1
20751,184.153,39,33154,2,1,0,0,0,N/A,24.147,105,3,23.556,31,33664,0,52.594,33152,0,22.98,30,2,1,0,N/A,23.062,74.125.47.150,15169,1
20752,115.091,39,33154,2,1,0,0,0,N/A,15.985,105,3,15.783,31,33664,0,40.962,33152,0,15.775,30,2,1,0,N/A,15.574,74.125.76.4,15169,1
20756,186.458,39,33154,2,1,0,0,0,N/A,24.606,105,3,24.285,31,33664,0,28.249,33152,0,23.833,30,2,1,0,N/A,24.877,74.125.72.147,15169,1
